# WaniKani - Kanji
# Generated on March 23, 2017 23:00 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
k_理;kanji;理;reason;;り;ことわり;onyomi;;7
k_城;kanji;城;castle;;じょう;しろ;kunyomi;;23
k_域;kanji;域;region, regional boundary, boundary;;いき;;onyomi;;22
k_基;kanji;基;foundation;;き;もと;onyomi;;14
k_綺;kanji;綺;beautiful;;き;None;onyomi;;28
k_太;kanji;太;fat;;たい, た;ふと.い;onyomi;;3
k_堂;kanji;堂;hall, public chamber;;どう;None;onyomi;;17
k_犬;kanji;犬;dog;;けん;いぬ;kunyomi;;2
k_常;kanji;常;normal, ordinary;;じょう;つね;onyomi;;17
k_賞;kanji;賞;prize;;しょう;;onyomi;;13
k_宗;kanji;宗;religion;;しゅう;None;onyomi;;29
k_学;kanji;学;study, learn, learning;;がく;まな.ぶ;onyomi;;5
k_字;kanji;字;letter, character, symbol;;じ;;onyomi;;4
k_性;kanji;性;gender, nature;;せい, しょう;None;onyomi;;14
k_考;kanji;考;think, consider;;こう;かんが;kunyomi;;5
k_府;kanji;府;government;;ふ;None;onyomi;;16
k_符;kanji;符;token;;ふ;None;onyomi;;30
k_座;kanji;座;sit, seat;;ざ;すわ.る;onyomi;;18
k_老;kanji;老;elderly;;ろう;;onyomi;;11
k_係;kanji;係;connection;;けい;かか, かかり;onyomi;;16
k_孫;kanji;孫;grandchild;;そん;まご;onyomi;;31
k_室;kanji;室;room;;しつ;;onyomi;;6
k_営;kanji;営;manage;;えい;いとな.む;onyomi;;22
k_宮;kanji;宮;shinto shrine, shrine, palace;;きゅう;みや;kunyomi;;22
k_届;kanji;届;deliver;;None;とど;kunyomi;;24
k_権;kanji;権;rights;;けん;None;onyomi;;21
k_居;kanji;居;alive;;きょ;い;onyomi;;25
k_屈;kanji;屈;yield;;くつ;かが;onyomi;;27
k_履;kanji;履;boots;;り;は.く;onyomi;;19
k_延;kanji;延;prolong;;えん;のば.す, の.びる;onyomi;;30
k_誕;kanji;誕;birth;;たん;None;onyomi;;22
k_建;kanji;建;build;;けん;た.*;onyomi;;15
k_板;kanji;板;board;;はん;いた;onyomi;;29
k_弟;kanji;弟;younger brother, little brother;;だい, で, てい;おとうと;onyomi;;5
k_張;kanji;張;stretch;;ちょう;は.る;onyomi;;23
k_運;kanji;運;carry, luck;;うん;はこ.ぶ;onyomi;;10
k_投;kanji;投;throw;;とう;な;kunyomi;;8
k_役;kanji;役;service, duty;;やく;;onyomi;;8
k_経;kanji;経;passage of time, pass through, manage;;けい;た.つ, へ.る;onyomi;;20
k_軽;kanji;軽;lightweight, light, light weight;;けい;かる, かろ;kunyomi;;10
k_径;kanji;径;diameter;;けい;None;onyomi;;31
k_詩;kanji;詩;poem;;し;し;onyomi;;13
k_怪;kanji;怪;suspicious;;かい, け;あや.しい;onyomi;;26
k_特;kanji;特;special;;とく;;onyomi;;11
k_律;kanji;律;law;;りつ;None;onyomi;;23
k_持;kanji;持;hold;;じ;も;kunyomi;;9
k_徒;kanji;徒;junior, follower;;と;None;onyomi;;19
k_待;kanji;待;wait;;たい;ま;kunyomi;;9
k_従;kanji;従;obey, accompany, follow;;じゅう;したが.う;onyomi;;26
k_微;kanji;微;delicate;;び;かす.か;onyomi;;28
k_徴;kanji;徴;indication, sign;;ちょう;None;onyomi;;26
k_決;kanji;決;decide, decision;;けつ;き.める;onyomi;;8
k_快;kanji;快;pleasant;;かい;こころよ.い;onyomi;;30
k_億;kanji;億;hundred million;;おく;;onyomi;;13
k_意;kanji;意;idea;;い;;onyomi;;11
k_税;kanji;税;tax;;ぜい;None;onyomi;;21
k_息;kanji;息;breath;;そく;いき;onyomi;;12
k_脳;kanji;脳;brain;;のう;;onyomi;;18
k_悩;kanji;悩;worry;;のう;なや;kunyomi;;27
k_精;kanji;精;spirit;;せい;None;onyomi;;28
k_静;kanji;静;quiet;;せい;しず.か;onyomi;;18
k_清;kanji;清;pure;;せい, しょう, しん;きよ.い;onyomi;;28
k_請;kanji;請;request;;せい, しん, しょう;う.ける, こ.う;onyomi;;29
k_情;kanji;情;feeling, emotion;;じょう;なさけ;onyomi;;13
k_感;kanji;感;feeling;;かん;;onyomi;;13
k_態;kanji;態;appearance;;たい;わざ;onyomi;;22
k_僧;kanji;僧;priest, monk;;そう;None;onyomi;;18
k_増;kanji;増;increase;;ぞう;ふ.える, ふ.やす, ま.す;onyomi;;21
k_我;kanji;我;i, me;;が;われ;onyomi;;26
k_才;kanji;才;genius;;さい;;onyomi;;2
k_丈;kanji;丈;height, ten feet;;じょう;たけ;onyomi;;15
k_私;kanji;私;i, private;;し;わたし;onyomi;;14
k_照;kanji;照;illuminate;;しょう;て.*;onyomi;;30
k_招;kanji;招;beckon;;しょう;まね.く;onyomi;;27
k_挙;kanji;挙;raise;;きょ;あ.がる;onyomi;;21
k_巻;kanji;巻;scroll;;かん;ま.く;onyomi;;25
k_振;kanji;振;shake, wave;;しん;ふ.る;onyomi;;26
k_補;kanji;補;supplement;;ほ;おぎな.う;onyomi;;25
k_券;kanji;券;ticket;;けん;None;onyomi;;28
k_進;kanji;進;advance;;しん;すす.む;onyomi;;10
k_提;kanji;提;present, submit;;てい;;onyomi;;22
k_撮;kanji;撮;photograph, photo;;さつ;と.る;onyomi;;30
k_技;kanji;技;skill;;ぎ;わざ;onyomi;;14
k_支;kanji;支;support, branch;;し;ささ.える;onyomi;;8
k_数;kanji;数;count, number, amount;;すう;かぞ.える, かず;onyomi;;8
k_教;kanji;教;teach;;きょう;おし.える, おそ.わる;onyomi;;7
k_万;kanji;万;ten thousand;;まん, ばん;;onyomi;;3
k_方;kanji;方;direction, way;;ほう;かた;kunyomi;;3
k_旅;kanji;旅;trip, travel;;りょ;たび;onyomi;;12
k_報;kanji;報;news, report;;ほう;むく.いる;onyomi;;18
k_服;kanji;服;clothes, clothing;;ふく;;onyomi;;9
k_材;kanji;材;lumber, timber;;ざい;None;onyomi;;14
k_財;kanji;財;wealth;;さい, ざい;None;onyomi;;19
k_期;kanji;期;period of time, time period;;き;;onyomi;;12
k_末;kanji;末;end;;まつ;すえ;onyomi;;7
k_東;kanji;東;east;;とう;ひがし;onyomi;;6
k_校;kanji;校;school;;こう;;onyomi;;7
k_絞;kanji;絞;strangle;;こう;し, しぼ;onyomi;;25
k_効;kanji;効;effective;;こう;き.く;onyomi;;25
k_較;kanji;較;contrast;;かく;None;onyomi;;26
k_値;kanji;値;value;;ち;ね, あたい;kunyomi;;22
k_検;kanji;検;examine;;けん;None;onyomi;;21
k_植;kanji;植;plant;;しょく;う.*;onyomi;;12
k_験;kanji;験;test;;けん;ため, ためし;onyomi;;18
k_構;kanji;構;set up, care;;こう;かま.*;onyomi;;25
k_北;kanji;北;north;;ほく;きた;onyomi;;3
k_氏;kanji;氏;family name, last name, surname;;し;うじ;onyomi;;7
k_民;kanji;民;peoples, people, nation;;みん;たみ;onyomi;;7
k_泳;kanji;泳;swim;;えい;およ;kunyomi;;9
k_求;kanji;求;request;;きゅう;もと.める;onyomi;;14
k_荷;kanji;荷;luggage;;か;に;kunyomi;;16
k_水;kanji;水;water;;すい;みず;onyomi;;2
k_氷;kanji;氷;ice;;ひょう;こおり;kunyomi;;4
k_海;kanji;海;sea, ocean;;かい;うみ;onyomi;;6
k_何;kanji;何;what;;か;なに, なん;kunyomi;;5
k_梅;kanji;梅;ume, japanese plum;;ばい;うめ;kunyomi;;17
k_捕;kanji;捕;catch;;ほ;つか.まる, とら.える;onyomi;;25
k_妙;kanji;妙;strange;;みょう;たえ.なる;onyomi;;28
k_毎;kanji;毎;every;;まい;ごと;onyomi;;5
k_場;kanji;場;location, place;;じょう;ば;kunyomi;;8
k_陽;kanji;陽;sunshine, sunlight;;よう;ひ;onyomi;;12
k_打;kanji;打;hit;;だ;う, ぶ;kunyomi;;4
k_熱;kanji;熱;heat, fever;;ねつ;あつ.い;onyomi;;13
k_状;kanji;状;condition;;じょう;None;onyomi;;22
k_狭;kanji;狭;narrow;;きょう;せま, せば;kunyomi;;24
k_札;kanji;札;bill, label, note;;さつ;ふだ;onyomi;;7
k_被;kanji;被;incur;;ひ;かぶ.る;onyomi;;20
k_失;kanji;失;fault;;しつ;うしな.う;onyomi;;7
k_礼;kanji;礼;thanks;;れい;;onyomi;;4
k_社;kanji;社;company;;しゃ;やしろ;onyomi;;5
k_祝;kanji;祝;celebrate;;しゅく;いわ.う;onyomi;;24
k_誘;kanji;誘;invite;;ゆう;さそ.う;onyomi;;27
k_料;kanji;料;fee, material;;りょう;;onyomi;;13
k_視;kanji;視;look at;;し;None;onyomi;;24
k_絵;kanji;絵;drawing, painting;;え;;onyomi;;8
k_緑;kanji;緑;green;;りょく;みどり;kunyomi;;13
k_給;kanji;給;salary;;きゅう;たま.う;onyomi;;27
k_責;kanji;責;blame;;せき;せ.める;onyomi;;21
k_空;kanji;空;sky;;くう;そら, あ, から;onyomi;;5
k_隠;kanji;隠;hide;;いん;かく.*;onyomi;;25
k_突;kanji;突;stab, thrust;;とつ;つ.く;onyomi;;26
k_究;kanji;究;research;;きゅう;きわ.める;onyomi;;8
k_童;kanji;童;juvenile;;どう;;onyomi;;12
k_章;kanji;章;chapter;;しょう;;onyomi;;12
k_訪;kanji;訪;visit;;ほう;たず.ねる, おとず.れる;onyomi;;27
k_妨;kanji;妨;obstruct, impede;;ぼう;さまた.げる;onyomi;;20
k_坊;kanji;坊;monk;;ぼう;None;onyomi;;22
k_素;kanji;素;element;;す, そ;None;onyomi;;21
k_統;kanji;統;unite;;とう;す.べる;onyomi;;22
k_続;kanji;続;continue;;ぞく;つづ.く;onyomi;;19
k_録;kanji;録;record;;ろく;None;onyomi;;28
k_織;kanji;織;weave;;しき, しょく;お.る;onyomi;;27
k_識;kanji;識;discerning, discriminating, know;;しき;None;onyomi;;17
k_職;kanji;職;employment;;しょく;None;onyomi;;23
k_直;kanji;直;fix, direct;;ちょく, じき;なお.す;onyomi;;6
k_暑;kanji;暑;hot, hot weather;;しょ;あつ;kunyomi;;12
k_署;kanji;署;government office, political office, office;;しょ;None;onyomi;;17
k_施;kanji;施;carry out;;し;ほどこ.す;onyomi;;23
k_育;kanji;育;nurture, raise;;いく;そだ, はぐく.む;onyomi;;11
k_族;kanji;族;tribe, family;;ぞく;;onyomi;;12
k_始;kanji;始;begin, start;;し;はじ;kunyomi;;9
k_治;kanji;治;cure, heal, reign, rule;;じ, ち;なお.す, なお.る;onyomi;;16
k_腹;kanji;腹;belly, abdomen, stomach;;ふく;はら, なか;onyomi;;27
k_航;kanji;航;navigation;;こう;;onyomi;;29
k_菜;kanji;菜;vegetable;;さい;な;onyomi;;31
k_角;kanji;角;angle, corner;;かく;かど;onyomi;;5
k_若;kanji;若;young;;じゃく;わか, も;kunyomi;;19
k_苦;kanji;苦;suffering;;く;くる, にが;onyomi;;9
k_掛;kanji;掛;hang;;がい;か;kunyomi;;25
k_街;kanji;街;street;;がい, かい;まち;onyomi;;29
k_製;kanji;製;manufacture;;せい;None;onyomi;;24
k_載;kanji;載;publish;;さい;の.せる, の.る;onyomi;;24
k_員;kanji;員;member;;いん;;onyomi;;12
k_貸;kanji;貸;lend;;たい;か;kunyomi;;27
k_覧;kanji;覧;look at;;らん;None;onyomi;;30
k_路;kanji;路;road;;ろ;じ, みち;onyomi;;10
k_輸;kanji;輸;transport;;ゆ;None;onyomi;;24
k_輪;kanji;輪;wheel, ring, loop;;りん;わ;onyomi;;13
k_親;kanji;親;parent;;しん;おや, した.しい;onyomi;;10
k_診;kanji;診;diagnose;;しん;み.る;onyomi;;29
k_規;kanji;規;standard;;き;None;onyomi;;23
k_覚;kanji;覚;memorize, awake, memorise;;かく;おぼ, さ;onyomi;;17
k_護;kanji;護;defend;;ご;None;onyomi;;23
k_幸;kanji;幸;happiness;;こう;しあわ.せ, さいわ.い, さち;onyomi;;16
k_阪;kanji;阪;heights, slope;;はん;さか;onyomi;;16
k_版;kanji;版;edition;;はん;None;onyomi;;30
k_仮;kanji;仮;temporary;;か;かり;onyomi;;9
k_週;kanji;週;week;;しゅう;;onyomi;;7
k_通;kanji;通;pass through;;つう;とお.る, かよ.う;onyomi;;7
k_迫;kanji;迫;urge, compel, coerce;;はく;せま.る;onyomi;;27
k_開;kanji;開;open, opened;;かい;あ.ける, ひら;onyomi;;10
k_関;kanji;関;related, connected;;かん;かか.わる, せき;onyomi;;16
k_雪;kanji;雪;snow;;せつ;ゆき;kunyomi;;7
k_雲;kanji;雲;cloud;;うん;くも;kunyomi;;8
k_青;kanji;青;blue;;せい, しょう;あお;onyomi;;5
k_官;kanji;官;government;;かん;None;onyomi;;17
k_麦;kanji;麦;wheat;;ばく;むぎ;kunyomi;;5
